reference,translation,tense_score,gender_score
केवल जर्म-लाइन कोशिकाओं में वृद्धि बच्चों तक पहुँच सकती है जबकि अन्य कहीं होने वाली वृद्धि से कोशिकाएँ नष्ट हो सकती हैं या कैंसर हो सकता है.,"सिर्फ जीवाणु रेखा कोशिकाओं में म्यूटेशन बच्चों को पास किया जा सकता है, जबकि अन्य जगहों पर म्यूटेशन सेल-डेथ या कैंसर का कारण बन सकता है।",1.0,1.0
"आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी, जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी.","आपके हाथों पर नमी बाहरी परतों के साथ प्रतिक्रिया करेगी, जो हास्यास्पद महसूस करेगी और एक प्रकार का खोल देगी।",1.0,1.0
वे यह भी सुझाव देते हैं कि मानव व्यवहार में व्याख्या करने की जो क्षमताएँ हैं उसे पालतू कुत्ते जैसे जानवर के ज़रिए भी शेयर किया जा सकता है.,उन्होंने यह भी सुझाव दिया कि मानव व्यवहार की व्याख्या करने में इस तरह की क्षमताओं को पालतू कुत्तों जैसे जानवरोंद्वारा साझा किया जा सकता है।,0.5,1.0
"एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","एक अप-धनुषआमतौर पर एक नरम ध्वनि उत्पन्न करता है, जबकि एक डाउन-धनुष मजबूत और अधिक मुखर होता है।",1.0,1.0
"आम शब्दों में, जब प्रबंधक अपने पूर्व सहयोगियों का नेतृत्व करना शुरू करते हैं तो दो तरह के बर्ताव सामने आते हैं. स्पेक्ट्रम का एक सिरा “उन लड़कों में से एक” (या लड़कियों में से एक) बने रहने की कोशिश कर रहा है.","सामान्यतया, दो व्यवहार उभर सकते हैं क्योंकि प्रबंधक अपने पूर्व साथियों का नेतृत्व करना शुरू करते हैं। स्पेक्ट्रम का एक छोर ""लोगों में से एक"" (या लड़कियों) बने रहने की कोशिश कर रहा है।",1.0,1.0
संयुक्त सेना और अफगान सैनिक समूह साइट को सुरक्षित करने के लिए इलाके में चले गए और दूसरी संयुक्त सेना विमानों को सहायता के लिए भेजा गया.,गठबंधन और अफगान सैनिकों को घटनास्थल की सुरक्षा के लिए इलाके में भेजा गया है और अन्य गठबंधन विमानों को सहायता के लिए भेजा गया है।,1.0,1.0
"न्यू किंगडम प्राचीन मिस्रवासी अपने पूर्ववर्तियों के स्मारकों से आश्चर्यचकित थे, जो तब एक हज़ार वर्ष से अधिक पुराने थे।","नए साम्राज्य —प्राचीन मिस्र के लोग अपने पूर्ववर्तीस्मारकों को देखकर चकित हो जाते थे, जो उस समय एक हज़ार साल से भी अधिक पुराने थे।",1.0,1.0
"सावधान रहें कि कपड़े को बहुत गर्म न होने दें (जो सिकुड़न का कारण बन सकता है, या बहुत गरम होने पर, जल सकता है)।","सावधान रहें कि कपड़े को बहुत गर्म न होने दें (जो सिकुड़न का कारण बन सकता है, या चरम मामलों में, झुलसा सकता है)।",1.0,1.0
मस्तिष्क विकृति और व्यवहार के बीच संबंध अनुसंधान में वैज्ञानिकों का समर्थन करते हैं.,मस्तिष्क विकृति विज्ञान और व्यवहार के बीच संबंध वैज्ञानिकों को उनके शोध में सहायता करता है।,1.0,1.0
"जितनी कम चिंता, उतनी ज़्यादा सकारात्मक जीवन ऊर्जा का संचार. हर इंसान परम शांति और संतोष पा सकता है.","तनाव जितना कम होगा, जीवन - शक् ति उतनी ही सकारात्मक होगी ।",-1.0,0.3333
"अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकन में बेस्ट पिक्चर, डायरेक्टर, सिनेमैटोग्राफी, कॉस्ट्यूम डिजाइन, फिल्म-एडिटिंग, ओरिजिनल स्कोर, प्रोडक्शन डिजाइन, साउंड एडिटिंग, साउंड मिक्सिंग और ओरिजनल स्क्रीनप्लेशामिल हैं।",1.0,1.0
"स्वच्छंदतावाद के संदर्भ में, भूगोल ने व्यक्तियों को ढाला और समय के साथ-साथ उस भूगोल से जुड़े रीति-रिवाज और संस्कृति उत्पन्न हुई. समाज के स्थान के मुताबिक होने की वजह से ये लोग मनमाने ढंग से लगाए गए कानूनों से कहीं बेहतर थे.","रोमनवाद के संदर्भ में, भूगोल ने लोगों को ढाला, और समय के साथ उस भूगोल से संबंधित रीति - रिवाज़ और संस्कृति उभरी, और ये, समाज के स्थान के सामंजस्य में होने के कारण, मनमाने ढंग से लागू किए गए नियमों से बेहतर थे ।",1.0,0.8333
"कृपया याद रखें कि आप एक तरह से एक सामूहिक कब्र स्थल पर जा रहे हैं, साथ ही साथ एक ऐसा स्थल भी जिसका दुनिया की आबादी के एक महत्वपूर्ण हिस्से के हिसाब से असंख्य अर्थ हैं।","कृपया याद रखें कि आप अनिवार्य रूप से एक सामूहिक कब्र स्थल का दौरा कर रहे हैं, साथ ही एक साइट है किदुनिया की आबादी का एक महत्वपूर्ण हिस्सा करने के लिए एक लगभग बेहिसाब अर्थ है ।",1.0,1.0
"यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी.","यह चेतावनी देते है कोई भी गारंटी कर सकते है कि इस बिंदु पर इराक में कार्रवाई के किसी भी पाठ्यक्रम सांप्रदायिक युद्ध, बढ़ती हिंसा, या अराजकता की ओर एक स्लाइड बंद हो जाएगा ।",1.0,1.0
मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था.,"मध्य पूर्व के गर्म माहौल में, घर इतना महत्वपूर्ण नहीं था।",1.0,0.3333
ज़्यादातर कीटों को अपने पंख को वापस अपने शरीर पर ओढ़ लेने का फायदा होता है।,ज्यादातर कीटों को शरीर के साथ-साथअपने पंखों को वापस मोड़ने का लाभ मिलता है।,1.0,1.0
"यदि आपको देश की सड़कों पर वाहन चलाने की आदत नहीं है, तो अपने साथ यह जानकारी रखें : स्टीप ग्रेड्‍स, पतली गलियाँ और ख़तरनाक मोड़.","यदि आप देशी सड़कों पर गाड़ी नहीं चला रहे हैं, तो अपने बारे में अपनी बुद्धि रखें: खड़े ग्रेड, संकीर्ण लेन, और तेज वक्र प्रबल होते हैं।",1.0,1.0
"एक और अंतर यह था कि जहाँ गरीब लोग और महिला कुर्सियों पर बैठकर खाना खाते थे, वहीं अमीर लोग मिलजुल कर दावतें करना पसंद करते थे और भोजन करते वक्त वे मौज मस्ती करते थे.","एक और अंतर यह था कि जहां गरीब लोग और महिलाएं कुर्सियों पर बैठकर अपना खाना खाते थे, वहीं अमीर पुरुषों को एक साथ भोज करना पसंद होता था, जहां वे अपना भोजन करते समय अपने पक्ष में रहते थे।",1.0,0.75
"बफ़ेलो-पिट्सबर्ग हाइवे पर पॉइंट मैरियन और फ़ेयरमोंट के बीच का हिस्सा गाड़ी चलाने की सबसे चुनौती भरी स्थितियाँ पैदा करता है, जहाँ रास्ता अक्सर सुनसान जंगल के बीच से होकर गुज़रता है.","प्वाइंट मैरियन और फेयरमोंट के बीच खिंचाव भैंस-पिट्सबर्ग राजमार्ग पर सबसे चुनौतीपूर्ण ड्राइविंग शर्तों प्रस्तुत करता है, अलग backwoods इलाके के माध्यम से अक्सर गुजर रहा है ।",1.0,1.0
"न्यू किंगडम प्राचीन मिस्रवासी अपने पूर्ववर्तियों के स्मारकों से आश्चर्यचकित थे, जो तब एक हज़ार वर्ष से अधिक पुराने थे।","नया साम्राज्य प्राचीन मिस्रवासी अपने पूर्ववर्तियों के स्मारकों पर चकित थे, जो उस समय एक हजार वर्ष से अधिक पुराने थे।",1.0,1.0
"बफ़ेलो-पिट्सबर्ग हाइवे पर पॉइंट मैरियन और फ़ेयरमोंट के बीच का हिस्सा गाड़ी चलाने की सबसे चुनौती भरी स्थितियाँ पैदा करता है, जहाँ रास्ता अक्सर सुनसान जंगल के बीच से होकर गुज़रता है.","प्वाइंट मैरियन और फेयरमोंट के बीच का खिंचाव बफेलो-पिट्सबर्ग राजमार्ग पर सबसे चुनौतीपूर्ण ड्राइविंग स्थितियों को प्रस्तुत करता है, जो अलग-अलग बैकवुड इलाके से अक्सर गुजरते हैं।",1.0,1.0
यह अफ्रीकी जगत के अजूबे हेनरी लुई के पीबीएस गेट्स के दौरान एक प्रमुख पड़ाव था।,यह हेनरी लुई गेट्स के पीबीएस स्पेशल वंडर्स ऑफ द अफ्रीकन वर्ल्ड के दौरान प्रमुख पड़ावों में से एक था।,1.0,1.0
"यहाँ कई तरह की फ़्रेंच वाइन मिलती हैं, लेकिन शायद न्यूज़ीलैंड और ऑस्ट्रेलिया की वाइन बेहतर होगी.","कई फ्रेंच वाइन हैं, लेकिन न्यूजीलैंड और ऑस्ट्रेलियाई वाइन बेहतर यात्रा कर सकते हैं।",1.0,-1.0
मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था.,"मध्य पूर्व की गर्म जलवायु में, घर इतना महत्वपूर्ण नहीं था।",1.0,1.0
संयुक्त सेना और अफगान सैनिक समूह साइट को सुरक्षित करने के लिए इलाके में चले गए और दूसरी संयुक्त सेना विमानों को सहायता के लिए भेजा गया.,साइट सुरक्षित करने के लिए गठबंधन और अफगान के जवान इलाके में चले गए और अन्य गठबंधन विमानों को मदद के लिए भेजा गया है।,1.0,1.0
802.11n मानक दोनों 2.4 गीगाहर्टज़ और 5.0 गीगाहर्टज़ आवृत्तियों पर काम करता है.,802.11n मानक 2.4Ghz और 5.0Ghz दोनों आवृत्तियों पर काम करता है।,1.0,1.0
"दूरस्थ स्थानों में, सेल फ़ोन कवरेज नहीं होने से, एक सेटेलाइट फ़ोन आपका एकमात्र विकल्प हो सकता है.","दूरस्थ स्थानों में, सेल फोन कवरेज के बिना, एक उपग्रह फोन आपका एकमात्र विकल्प हो सकता है।",1.0,1.0
पपड़ी पतली होने के कारण आस-पास पर कई मारिया होंगी. लावा के लिए सतह पर बढ़ना आसान था.,पास की तरफ मारिया ज्यादा हो सकती है क्योंकि पपड़ी पतली होती है। लावा के लिए सतह तक उठना आसान था ।,0.0,0.7143
हालांकि तीन लोग घर के अन्दर थे फिर भी जब कार टकराई तब किसी को भी चोट नहीं आई।,"कार के दुर्घटनाग्रस्त होने के समय घर के अंदर तीन लोग मौजूद थे, लेकिन उनमें से कोई भी घायल नहीं हुआ।",1.0,1.0
"नमी वाले कपड़ों को सुखाने के लिए उन पर इस्त्री की जा सकती है. कई होटल में लोन पर कपड़े प्रेस करने वाली ईस्त्री और बोर्ड मिलते हैं, चाहे ये चीज़ें कमरे में न भी हों.","नम कपड़े इस्त्री करने से उन्हें सूखने में मदद मिल सकती है। कई होटलों में लोहे और इस्त्री बोर्ड ऋण के लिएउपलब्ध हैं, भले ही कोई कमरे में मौजूद न हो।",1.0,0.7143
होकूरिकू इलेक्ट्रिक पॉवर कंपनी ने रिपोर्ट दी कि भूकंप का कोई असर नहीं हुआ है. यह भी बताया कि इसके शिका न्यूक्लियर पावर प्लांट के रिएक्टर नंबर 1 और 2 बंद कर दिए गए थे.,होकुरिकू इलेक्ट्रिक पावर कंपनी ने भूकंप से कोई प्रभाव नहीं होने की सूचना दी और कहा कि उसके शिका परमाणु ऊर्जा संयंत्र में नंबर 1 और नंबर 2 के रिएक्टर को बंद कर दिया गया है।,1.0,1.0
मस्तिष्क विकृति और व्यवहार के बीच संबंध अनुसंधान में वैज्ञानिकों का समर्थन करते हैं.,मस्तिष्क विकृति और व्यवहार के बीच संबंध वैज्ञानिकों को अपने शोध में समर्थन देता है।,1.0,1.0
"आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी, जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी.","आपके हाथों की नमी बाहरी परतों के साथ प्रतिक्रिया करेगी, जो मजेदारलगेगी और एक प्रकार का खोल बनाएगी।",1.0,1.0
"यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी.","यह चेतावनी देता है कि कोई भी गारंटी नहीं दे सकता कि इस समय इराक में कोई भी कार्रवाई सांप्रदायिक युद्ध, बढ़ती हिंसा, या अराजकता की ओर एक स्लाइड को रोकेगी।",1.0,1.0
"कई मामलों में, विदेश में किसी एक साल के गैप वाले कोर्स में दाखिला लेने से, असल में आपको अपने देश में उच्च शिक्षा वाले किसी कोर्स में दाखिला लेने की संभावना बढ़ जाती है.",कई मामलों में विदेश में गैप-ईयर कोर्स में दाखिला लेने से वास्तव में आपके देश में उच्च शिक्षा प्राप्त करने की संभावना बढ़ जाती है।,1.0,1.0
"इज़मिर तुर्की का तीसरा सबसे बड़ा शहर है, जिसकी आबादी लगभग 3.7 मिलियन है, जो इस्तांबुल के बाद दूसरा सबसे बड़ा बंदरगाह है, और एक बहुत अच्छा परिवहन केंद्र है.","इज़मिर लगभग 3.7 मिलियन की आबादी वाला तुर्की का तीसरा सबसे बड़ा शहर है, जो इस्तांबुल के बाद दूसरा सबसे बड़ा बंदरगाह है, और एक बहुत अच्छा परिवहन केंद्र है।",1.0,1.0
लेख को संशोधित करने से पहले सभी राज्यों से सर्वसम्मति से सहमति की आवश्यकता थी और राज्यों ने केंद्र सरकार को गंभीरता से नहीं लिया और उनके प्रतिनिधि अक्सर सभा में आते ही नहीं थे।,अनुच्छेदों में संशोधन करने से पहले सभी राज्यों की सर्वसम्मति की आवश्यकता थी और राज्यों ने केंद्र सरकार को इतने हल्के में लिया कि उनके प्रतिनिधि अक्सर अनुपस्थित रहते थे।,1.0,1.0
"हालाँकि, यह सस्ता नहीं है: एक नियम के रूप में, आप बिज़नस के लिए सामान्य इकॉनमी भाड़े का चार गुना तक और प्रथम श्रेणी के लिए ग्यारह गुना तक भुगतान करने की उम्मीद कर सकते हैं!","हालांकि, यह सस्ता नहीं आता है: अंगूठे के मोटे नियमों के रूप में, आप व्यापार के लिए सामान्य अर्थव्यवस्था के किराए का चार गुना और प्रथम श्रेणी के लिए ग्यारह गुना भुगतान करने की उम्मीद कर सकते हैं!",1.0,1.0
प्रकृतिवादियों और दार्शनिकों ने शास्त्रीय ग्रंथों पर और विशेष रूप से लैटिन में लिखे बाइबिल पर ध्यान दिया।,प्रकृतिवादियों और दार्शनिकों ने शास्त्रीय ग्रंथों और विशेष रूप से लैटिन में बाइबिल पर ध्यान केंद्रित किया।,1.0,1.0
"नौवाँ वार्ड, जो तूफ़ान कैटरीना के दौरान 20 फ़ीट तक ऊँचा देखा गया था, वह वर्तमान में कमर से ऊपर पानी में है, क्योंकि पास का बाँध ज़्यादा बढ़ गया था.","नौवां वार्ड, जिसनेतूफान कैटरीना के दौरान 20 फीट तक ऊंची बाढ़ देखी थी, वर्तमान में कमर के ऊंचे पानी में है क्योंकि पास के तल को ओवरटोप किया गया था।",1.0,0.8
"यह तर्कसंगत लग रहा है, क्योंकि ऐसा महसूस नहीं होता है कि पृथ्वी चल रही है, है कि नहीं?","यह समझदार लगता है, क्योंकि पृथ्वी के रूप में अगर यह बढ़ रहा है महसूस नहीं करता है, यह करता है?",1.0,1.0
"एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,",प्लाज्मा प्रवाह से संबंधित सितारा के रोजबी नंबर का निर्धारण करने के लिए चमक और घुमाव का एक साथ इस्तेमाल किया जाता है।,1.0,1.0
"याद रखें कि मुख्य स्टेज पर म्यूज़िक बंद हो जाने के बाद भी, फ़ेस्टिवल के कुछ हिस्से ऐसे होंगे जो देर रात तक संगीत बजाते रहेंगे.","याद रखिए कि भले ही मुख्य मंचों पर संगीत समाप्त हो गया हो, लेकिन उत्सव के कुछ हिस्से हो सकते हैं जो देर रात तक संगीत बजाते रहेंगे।",1.0,1.0
"पहाड़ी ढलान वाले बर्फ के खेल, जिसमें स्कीइंग और स्नोबोर्डिंग शामिल हैं, लोकप्रिय खेल हैं जिनमें बर्फ से ढके इलाकों में स्की या आपके पैरों से जुड़े स्नोबोर्ड से फिसलना शामिल है।","डाउनहिल स्नोस्पोर्ट्स, जिसमें स्कीइंग और स्नोबोर्डिंग शामिल हैं, लोकप्रिय खेल हैं जिनमें स्की या आपके पैरों से जुड़े स्नोबोर्ड के साथ बर्फ से ढके इलाके को खिसकाना शामिल है।",1.0,1.0
मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था.,"मध्य पूर्व की गर्म जलवायु में, घर इतना महत्वपूर्ण नहीं था।",1.0,1.0
ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं.,ये जोड़े अपने बच्चे को गोद लेने की योजना बना सकते हैं।,1.0,1.0
लेटन ने पीएम से मुलाकात के दौरान कंज़र्वेटिव पार्टी के पर्यावरण बिल में बदलाव के लिए कहा था. अब कंज़र्वेटिव पार्टी के पर्यावरण बिल को “पूरी तरह से फिर से लिखने” के लिए कहा जा रहा है.,"लेटन ने प्रधानमंत्री के साथ बैठक के दौरान परंपरावादियों के पर्यावरण विधेयक में परिवर्तन करने के लिए कहा था, कंजर्वेटिव पार्टी के पर्यावरण विधेयक को पूरी तरह और पूरी तरह से फिर से लिखने के लिए कहा था।",1.0,1.0
"सर्दी का मौसम भ्रामक तौर से ठंडा हो सकता है: तापमान शायद ही कभी बर्फीला हो, लेकिन हवा और नमी के गठबंधन से थर्मामीटर के तापमान से अधिक ठंड महसूस हो सकती है।","सर्दी धोखे से मिर्चहो सकती है: तापमान कम ही जमने से नीचे जाता है, लेकिन हवा और आर्द्रता इसे ठंडा महसूस करने के लिए जो थर्मोमीटर कहता है उससे भी ठंडा महसूस करती है।",1.0,1.0
यह मुझे समझ में नहीं आया; यह निश्चित रूप से उचित नहीं था।,यह मुझे समझ में नहीं आया; यह निश्चित रूप से उचित नहीं था।,1.0,1.0
ताइवान की खोज 15वीं शताब्दी में यूरोपीय नाविकों ने की थी. उन्होंने इस आइलैंड को इल्हा फ़ॉर्मोसा या सुंदर आइलैंड कहा था.,"ताइवान की शुरुआत 15वीं शताब्दी में हुई थी, जहां यूरोपीय नाविकों ने द्वीप का नाम इल्हा फॉर्मोसा, या सुंदर द्वीप के रूप में दर्ज किया था।",1.0,0.6667
"इस नई जगह में अलग-अलग संसाधन और प्रतियोगी हैं, इसलिए नई आबादी को पहले के मुकाबले एक मजबूत प्रतियोगी बनने के लिए अलग-अलग खासियत या बदलाव अपनाने की ज़रूरत होगी.","इस नए वातावरण में विभिन्न संसाधन और विभिन्न प्रतिस्पर्धी हैं, इसलिए नई आबादी को पहले की तुलना में एक मजबूत प्रतियोगी होने के लिए विभिन्न विशेषताओं या रूपांतरों की आवश्यकता होगी।",1.0,1.0
दो घंटों में सरकारी इमारतों के पास दो बम विस्फोट हुए.,दो घंटे की अवधि में सरकारी इमारतों के पास तीन और बम विस्फोट हुए ।,1.0,1.0
"यदि आपको देश की सड़कों पर वाहन चलाने की आदत नहीं है, तो अपने साथ यह जानकारी रखें : स्टीप ग्रेड्‍स, पतली गलियाँ और ख़तरनाक मोड़.","यदि आप ग्रामीण सड़कों पर ड्राइविंग करने के आदी नहीं हैं, तो अपने बारे में अपनी बुद्धि बनाए रखेंःखड़ी श्रेणियां, संकीर्ण गलियां और तीखे वक्र प्रमुख हैं।",1.0,1.0
रिंग ने अपनी प्रतिस्पर्धी कंपनी ADT कॉर्पोरेशन के साथ एक मुकदमा निपटाया है.,"रिंग ने प्रतिस्पर्धी सुरक्षा कंपनी, ADT Corporation के साथ एक मुकदमा भी निपटाया।",1.0,1.0
"सर्दी का मौसम भ्रामक तौर से ठंडा हो सकता है: तापमान शायद ही कभी बर्फीला हो, लेकिन हवा और नमी के गठबंधन से थर्मामीटर के तापमान से अधिक ठंड महसूस हो सकती है।","सर्दियों भ्रामक मिर्च हो सकता है: तापमान शायद ही कभी ठंड से नीचे जाना है, लेकिन हवा और आर्द्रता के लिए यह क्या थर्मामीटर कहते हैं, से ठंडा महसूस गठबंधन ।",1.0,1.0
"अधिकांश मठों में बिना तैयारी के आने वाली महिलाओं के लिए सिर पर लपेटने का कपडा उपलब्ध कराया जाता है, लेकिन अगर आप अपना, विशेष रूप से चमकीले रंग का कपड़ा लाते हैं, तो आपको प्रवेश द्वार पर साधु या नन से एक प्यारी सी मुस्कान मिलेगी।","अधिकतर मठ तैयार नहीं होने वालीमहिलाओं के लिए रैप उपलब्ध कराते हैं, लेकिन अगर आप खुद को, खासकर चमकदार रंगों से लाते हैं, तो प्रवेश द्वार पर भिक्षु या नन से मुस्कुराहट मिल जाएगी।",0.0,0.5
एक बम गवर्नर जनरल के कार्यालय के बाहर फटा था.,गवर्नर जनरल के कार्यालय के बाहर एक बम विस्फोट हुआ।,0.0,1.0
"यदि आपने स्थगन की घोषणा से पहले 2020 के लिए अपनी उड़ानें और रहने के स्थान बुक किए थे, तो यह आपके लिए एक मुश्किल स्थिति हो सकती है।","यदि आपने स्थगन की घोषणा से पहले ही 2020 के लिए अपनी उड़ानें और आवास बुक कर लिया है, तो आपके लिए मुश्किल स्थिति हो सकती है।",1.0,1.0
"अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, सिनेमेटोग्राफी, कॉस्ट्यूम डिजाइन, फिल्म-संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, साउंड मिक्सिंग और मूल पटकथा शामिल हैं ।",1.0,0.6667
"ऐसे प्रबंधक को सबकी सोच से अलग फै़सले लेने, अनुशासन से जुड़ी कार्रवाई करने, काम की जाँच करने, ज़िम्मेदारी देने और लोगों की ज़वाबदेही तय करने में परेशानी होती है.","इस प्रकार के प्रबंधक को अलोकप्रिय निर्णय लेने, अनुशासनात्मक कार्रवाई करने, प्रदर्शन मूल्यांकन, जिम्मेदारी सौंपने और लोगों को जवाबदेह ठहराने में कठिनाई होती है।",1.0,0.6
जैसे किसी भारी गाड़ी को पहाड़ पर रोल करके चढ़ाया जा रहा हो. न्यूक्लियस को फिर से विभाजित करना और उसमें से कुछ ऊर्जा निकालना.,एक पहाड़ी के ऊपर एक भारी गाड़ी रोलिंग की तरह की तरह । नाभिक को फिर से विभाजित करना फिर उस ऊर्जा में से कुछ जारी करता है।,-1.0,1.0
"बाघ की दहाड़ किसी शेर की तेज़ आवाज़ वाली दहाड़ की तरह नहीं होती है, लेकिन उसकी बँधी हुई, चिल्लाने जैसी होती है.","बाघ की दहाड़ शेर की दहाड़ जैसी नहीं है, बल्कि एक सांपकी दहाड़ की तरह है।",1.0,1.0
"1963 में बाँध बनने के बाद, मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी.","1963 में बांध के निर्माण के बाद, मौसमी बाढ़ जो नदी में तलछट फैलाती थी, रोक दी गई थी।",0.3333,1.0
"यह विशेष रूप से स्कूल छोड़ने वालों के लिए लोकप्रिय है, जिससे उन्हें अपनी शिक्षा से समझौता किए बिना विश्वविद्यालय से एक साल पहले ही बाहर निकलने की अनुमति मिलती है।","यह विशेष रूप से स्कूल छोड़ने वालों के बीच लोकप्रिय है, जिससे उन्हें अपनी शिक्षा से समझौता किए बिना विश्वविद्यालय से पहले एक साल बिताने की अनुमति मिलती है।",1.0,1.0
एक दंपत्ति फैसला ले सकता है कि यह उनके या उनके बच्चे के हित में बिलकुल नहीं है कि एक दूसरा बच्चा किया जाए |,एक जोड़ा शायद यह फैसला करे कि बच्चे की परवरिश करना उनके हित में या उनके बच्चे के हित में नहीं है ।,1.0,1.0
सायन्यूरिक एसिड और मेलामाइन दोनों ही पालतू जानवरों के मूत्र के नमूनों में पाए गए जो दूषित पालतू भोजन के सेवन के बाद मर गए.,"पालतू जानवरों के मूत्र के नमूनों में सायन्यूरिक एसिड और मेलामाइन दोनों पाए गए, जो दूषित पालतू भोजन खाने के बाद मर गए।",1.0,1.0
तब से एडेकोया अपने बेटे की हत्या के आरोप में एडिनबर्ग शेरिफ कोर्ट में है।,अडेकोया तब से अपने बेटे की हत्या के आरोप में एडिनबर्ग शेरिफ कोर्ट में हैं।,1.0,1.0
"स्थानीय अधिकारी संयंत्र के आस-पास के क्षेत्र में निवासियों को चेतावनी दे रहे हैं कि वे घर के अंदर रहें, एयर-कंडीशनर बंद कर दें और नल का पानी न पिएँ.","स्थानीय अधिकारी संयंत्र के आसपास के निवासियों को घरों के अंदर रहने, एयर कंडीशनर बंद करने और नल का पानी न पीने की चेतावनी दे रहे हैं।",1.0,1.0
"उनकी दूसरी दौड़, विशाल स्लैलम, महिलाओं के समूह में 4: 41.30, 2: 11.60 मिनट के संयुक्त कार्यावधि के साथ पहले स्थान के फ़िनिशर ऑस्ट्रियन क्लाउडिया लोएश की तुलना में और 1: 09.02 मिनट हंगरी के नौवें स्थान के फ़िनिशर ग्नोगी दानी से दसवें स्थान पर धीमी गति से समाप्त हुई.","उनकी अन्य दौड़, जायंट स्लैलोम, ने महिलाओं के बैठने के समूह में दसवें स्थान पर रहकर 4के संयुक्त रन टाइम के साथ समापन कियाः41. 30, 2:पहले स्थान पर रहने वाली ऑस्ट्रिया की क्लाउडिया लोएश की तुलना में 11.60 मिनट धीमी है।09. 02 मिनट मेंनौवें स्थान पर रहने वाले हंगरी के ग्योइनग्ये दानी की तुलना में धीमा रहा।",0.0,0.6923
